"","support","text","inCA","influential","username","bio"
"1069","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own - California affirmative action measure Prop 16 behind in poll | The Sacramento Bee https://t.co/CBGBUZy679","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1070","no","This poll shows that racism has no place anywhere in California, vote NO on #prop16 https://t.co/mtiVCriz6R","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1071","yes","#Prop16: Why someAsian Americans are on the front lines of the campaign against affirmative action 

I think the title has a typo:
Some-&gt;So Many

Kudos to our participants in the #CancelNetflix protest outside of @netflix headquarters!

https://t.co/Cu3XfZhE4P via @mercnews","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1072","yes","Get https://t.co/Z7oTo9cLnl Headlines free <U+00A0>SUBSCRIPTION. Keep us publishing <U+0096><U+00A0>DONATE  #AffirmativeAction #DiscriminationCarRally #Election2020 #Prop16 https://t.co/FV6oZlS3I7 https://t.co/S7GPXVGLbg","yes","no","CitizensJourn","Citizens Journal, a  Ventura County online news publication  dedicated to reporting news and commentary vital to the community,"
"1073","no","Affirmative action opponents are mobilizing Chinese American parents against #Prop16 on WeChat, at times with exaggerated or outright false claims about what it would mean for UC admissions https://t.co/pZdc4kC05x","no","yes","robertsalonga","Criminal justice, @mercnews. Prior: @eastbaytimes. @UCLA/@merrillcollege. Partial @PulitzerPrizes possessor. rsalonga@bayareanewsgroup.com, on Signal, DMs open"
"1074","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/mPY9SZbNOr","yes","no","AlixMartichoux","Doing news at @abc7newsbayarea. Used to write about things other than covid. Bad at Twitter. Do people usually list past employers? @SFGATE, @KFOR, @NBCBayArea."
"1075","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/mPY9SZbNOr","no","no","GregA1313","""Right matters. And the truth matters. Otherwise, we are lost."" -Rep. Adam Schiff #RightMatters #TruthMatters #SaveOurDemocracy #ProtectOurConstitutionofUSA"
"1076","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/mPY9SZbNOr","yes","yes","bastylefilegirl","Self Coupled. Member of #GetOffMyLawn Twitter. Connoisseur of #UnwokeBars. Fitness enthusiast."
"1077","no","Yes on #Prop16 ! https://t.co/xr3Nuw4x7j","no","yes","MattHaneySF","San Francisco D6 Supervisor | Frmr SF School Board President | Progressive, Urbanist, Populist | Tenant Attorney| Tenderloin Resident | Organizer | Designer"
"1078","no","NOW on @KQED Political Breakdown: @mlagos @scottshafer @1KatieOrr talk Trump<U+0092>s visit to CA and #Prop15 #Prop16 polling + @WadeCrowfoot on confronting the President on climate change. 

https://t.co/5rQNkHhhpw","yes","no","civildiscourse7","Beloved Gen Z finds me amusing again (phew). 
Came for 2020, staying for a valid vaccine.
Volunteer @ Suburban Witches Against Tyranny (#SWAT) 

Typos gratis."
"1079","no","For decades #StudentsOfColor have had to fight for quality education. Voting YES on #Prop16 can legalize race-conscious solutions to counteract systemic harm. Access @edtrustwest policy timelines at https://t.co/uATcE6ucsf #EdEquityOnTheBallot","no","no","RISNYC",NA
"1080","no","A survey by @PPICNotes of California of 1,168 likely voters found that 31% of voters said they would vote for #Prop16, as the repeal will appear on the Nov. 3 ballot, while 47% said they oppose the measure and 22% have not decided. #caedu #capol #caleg
https://t.co/Aa8WBK9jEz","yes","yes","PPICNotes","Informing and improving public policy in California through independent, objective, nonpartisan research."
"1081","yes","A very tough poll and weak support for #Prop16 and its reinstatement of affirmative action. @philwillon has more on new @PPICNotes data.  https://t.co/oKpxj1HCIf","yes","yes","PPICNotes","Informing and improving public policy in California through independent, objective, nonpartisan research."
"1082","yes","JUST RELEASED: Full report from the latest #PPICsurvey featuring findings on #Prop15 (""split roll"" tax) and #Prop16 (#AffirmativeAction), presidential #Election2020 (Biden leads), Gov. @GavinNewsom's approval rating, and more. https://t.co/BpmQXtIKR4.","yes","yes","PPICNotes","Informing and improving public policy in California through independent, objective, nonpartisan research."
"1083","yes","Only 31% of likely Cal voters support #prop16 to allow  affirmative action in public education and employment. Survey by @PPICNotes shows majority support not yet reached among Latinos, whites, other groups, reports @philwillon https://t.co/QEHkrf2wfJ","yes","yes","PPICNotes","Informing and improving public policy in California through independent, objective, nonpartisan research."
"1084","no","New @PPICNotes poll: #Prop16, ending CA<U+0092>s ban on affirmative action, is losing badly, with only 31% in favor, 47% against. But #Prop15, to split the property tax rolls, is ahead 51-40. https://t.co/2GH2hYZi5N","yes","yes","PPICNotes","Informing and improving public policy in California through independent, objective, nonpartisan research."
"1085","yes","Only 31% of likely Cal voters support #prop16 to allow  affirmative action in public education and employment. Survey by @PPICNotes shows majority support not yet reached among Latinos, whites, other groups, reports @philwillon https://t.co/QEHkrf2wfJ","yes","yes","TeresaWatanabe","I cover higher education for the @latimes. Previously on K-12 ed/immigration/religion/Japan/Asia biz. teresa.watanabe@latimes.com"
"1086","yes","@gladlee UC regents just wanted to go on record against quotas, even though #prop16 doesn't include them. Regents in June voted to support repeal of P. 209, which banned affirmative action in 1996.","yes","yes","TeresaWatanabe","I cover higher education for the @latimes. Previously on K-12 ed/immigration/religion/Japan/Asia biz. teresa.watanabe@latimes.com"
"1087","no","Why is Regent Sherry Lansing ""horrified"" by surveys that are showing voters are against #Prop16? This is the voice &amp; will of the people fighting government overreach. Represent, do not dictate your elitist condescension, Regent Lansing. #NoOnProp16   https://t.co/5R87p4RQt8","no","no","quietlifedesign","Independent Artist - specializing in styling, props & backdrops for photo shoots. I also sell my art. AB5 brought me back to twitter after 10 years. #RepealAB5"
"1088","yes","@sacbee_news notes that more #VoterEducation will likely increase support for #Prop16. Repealing Prop 209  will help level the playing field for people of color, among other minorities, in higher education + the workforce. #YesOn16 #AffirmativeAction https://t.co/uFxxnztgeK","yes","yes","siliconvalleycf","SVCF is a catalyst for positive change, working to harness our region's innovative spirit to address local challenges and build strong, vibrant communities."
"1089","no","The #poll of over 1,700 found 47% would vote no on #Prop16, 31% yes and 22% undecided.

A biased poll still got the right responses, let that sink in.

Watch this CFER official video, like &amp; RT!
Don't Divide Us: Vote No on #Prop16!
https://t.co/xpB6MzhOZV

https://t.co/uOLidIToX2","yes","no","jmc2CE","Principal at JMC2 Civil Engineering and Okamoto Structural Engineering & Mayor Rancho Palos Verdes"
"1090","no","We have to fight back! We have to do the right thing! Say no to state-sanctioned discrimination! No #Prop16!https://t.co/xQ9HHIJJXc","no","no","StuartEFagan","Christian. Civil Rights attorney. Born on the East Coast, raised on the West Coast, live in the Midwest. Come now, let us reason together."
"1091","yes","The poll shows 47% would vote No on #Prop16 and 31% would vote Yes.

With billionaire donors, and one of them donated $5.5M, Yes on Prop16, you really want to win it this way -  <U+0093>it believes voters will support the initiative when whey EARN more about it<U+0094>?!

Vote No on #Prop16! https://t.co/qbHwdfuWhU","yes","no","JoelLiu_Yazhou",NA
"1092","no",".@UofCalifornia Regents are currently discussing #Prop16. Following Prop 209, state investment in diversity outreach/recruitment programs such as EAOP, MESA, etc. was at $85 mill Currently, it's about $24 mill. We have less resources for a greater demand of students of color.","yes","no","DrLopezPerry","Counselor Educator, School Counselor/ Student Advocate, Angelic Troublemaker"
"1093","yes","A very slim majority of voters support #Prop15, which would amend #Prop13 to raise taxes on big commerical properties for local govts &amp; schools, new @PPICNotes report finds.

And #Prop16, to overturn CA<U+0092>s affirmative action ban, faces an uphill battle.

https://t.co/6se9kMhlYj","yes","no","democratsmb","Democratic Club serving California<U+0092>s Morongo Basin<U+0097>Morongo Valley, Yucca Valley, Joshua Tree, 29 Palms + surrounding areas. Join us! RT may =/<U+2260> endorsement."
"1094","no","@mz_annelise Is #Prop16 a trap? I can't tell.","no","no","MP_English","Brunonian. SRE. Pantheist. Skeptic.

Genderf<e6>r, Pansexual, ~Femromantic
F<e6>/F<e6>r/F<e6>rs (Also They/Them/Theirs)
Lewd Account (18+): @ConfusedNCurio1"
"1095","no","NOW on @KQED Political Breakdown: @mlagos @scottshafer @1KatieOrr talk Trump<U+0092>s visit to CA and #Prop15 #Prop16 polling + @WadeCrowfoot on confronting the President on climate change. 

https://t.co/5rQNkHhhpw","yes","yes","scottshafer","KQED Politics & Govt. Editor. Co-host of Political Breakdown. Swimmer. Water polo-ist. http://apple.co/2uRdnLx"
"1096","no","NOW on @KQED Political Breakdown: @mlagos @scottshafer @1KatieOrr talk Trump<U+0092>s visit to CA and #Prop15 #Prop16 polling + @WadeCrowfoot on confronting the President on climate change. 

https://t.co/5rQNkHhhpw","no","yes","GuyMarzorati","Politics & Gov Reporter/Producer for @KQEDnews. New York <U+27A1><U+FE0F> @SantaClaraUniv. <U+2764><U+FE0F> Politics, Yankees, Dubs, Hip-hop."
"1097","yes","I spoke about #Prop16 today on @NPR @npratc California Is Considering Affirmative Action In Public Colleges https://t.co/ZtZgrk2QoI","no","yes","GuyMarzorati","Politics & Gov Reporter/Producer for @KQEDnews. New York <U+27A1><U+FE0F> @SantaClaraUniv. <U+2764><U+FE0F> Politics, Yankees, Dubs, Hip-hop."
"1098","yes","#PROP16 with just 31% support in new @PPICNotes poll. 

""A nationwide conversation on race and equality might not be enough for voters to reinstate affirmative action in California,"" writes @1KatieOrr

https://t.co/BWVRT92uec

https://t.co/BWVRT92uec","no","yes","GuyMarzorati","Politics & Gov Reporter/Producer for @KQEDnews. New York <U+27A1><U+FE0F> @SantaClaraUniv. <U+2764><U+FE0F> Politics, Yankees, Dubs, Hip-hop."
"1099","no","Powered by the people! Vote no on #prop16. Tell @LorenaSGonzalez and her band of racist crooks to shove it. Repeal #AB5. https://t.co/eFU4FOaxBT","yes","no","DissidentInCA","Change management pro. CPO (Ret), combat wounded. Undercredentialed American. Opinions expressed don't reflect employers past/present."
"1100","no","Powered by the people! Vote no on #prop16. Tell @LorenaSGonzalez and her band of racist crooks to shove it. Repeal #AB5. https://t.co/eFU4FOaxBT","no","no","breakfastpotato","neither to serve nor rule."
"1101","no","@Neoavatara @SpeakerPelosi In California, a constitutional amendment on the ballot as #Prop16 cites the Harvard decision in its preamble and would delete these words: <U+0093>the state shall not discriminate...<U+0094>

To allow race-based admissions at the Univ of California where Asians are <U+0093>over-represented<U+0094>. https://t.co/iBIxPAHERJ","yes","no","toshimunesuzuki",NA
"1102","no","California Dems repeat on one big lie over and over. #Prop16 will not open up opportunities for URMs, It only legalize the gov to cherry-pick <U+0093>on the basis of race<U+0094> in public education and employment. opportunity as individuals. Vote No on #Prop16. https://t.co/QG9aNC0pLy","yes","no","toshimunesuzuki",NA
"1103","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in @edtrustwest report #HearMyVoice. https://t.co/qEBzUaLQBG https://t.co/jWCnY8MTO7","yes","no","punkrockgrandma","<U+0001F1EE><U+0001F1F3>  | UC Irvine | she/her"
